SK_ID_CURR,Type de prêt,Montant du crédit ($),Annuités ($),Montant du bien ($),Type de logement
291523,Cash loans,315000.0,32274.0,315000.0,House / apartment
291543,Cash loans,499221.0,24147.0,373500.0,House / apartment
291545,Cash loans,139500.0,14647.5,139500.0,House / apartment
291546,Cash loans,579942.0,37192.5,495000.0,Rented apartment
291550,Cash loans,180000.0,13095.0,180000.0,House / apartment
291552,Cash loans,654048.0,24655.5,540000.0,House / apartment
291561,Cash loans,1258641.0,43879.5,1017000.0,House / apartment
291579,Cash loans,164182.5,17370.0,148500.0,House / apartment
291584,Cash loans,446292.0,32607.0,364500.0,House / apartment
291586,Cash loans,74628.0,7965.0,67500.0,House / apartment
291590,Cash loans,260640.0,25776.0,225000.0,House / apartment
291592,Cash loans,234369.0,18517.5,193500.0,House / apartment
291593,Cash loans,174132.0,18283.5,157500.0,House / apartment
291599,Cash loans,450000.0,22977.0,450000.0,House / apartment
291615,Cash loans,130500.0,13036.5,130500.0,Municipal apartment
291617,Cash loans,99000.0,7398.0,99000.0,House / apartment
291628,Cash loans,1024740.0,55719.0,900000.0,Rented apartment
291654,Cash loans,278460.0,21676.5,225000.0,House / apartment
291658,Cash loans,260640.0,27513.0,225000.0,House / apartment
291659,Cash loans,225000.0,26703.0,225000.0,House / apartment
291661,Cash loans,162000.0,20155.5,162000.0,House / apartment
291671,Cash loans,296280.0,21690.0,225000.0,House / apartment
291677,Cash loans,269982.0,26833.5,238500.0,House / apartment
291689,Cash loans,153000.0,9490.5,153000.0,House / apartment
291693,Cash loans,695970.0,29484.0,553500.0,House / apartment
291695,Cash loans,148140.0,7690.5,112500.0,House / apartment
291696,Cash loans,675000.0,25578.0,675000.0,House / apartment
291697,Cash loans,182448.0,21780.0,157500.0,House / apartment
291702,Cash loans,279000.0,14242.5,279000.0,House / apartment
291711,Cash loans,1066320.0,40329.0,900000.0,Municipal apartment
291713,Cash loans,941580.0,98874.0,900000.0,Rented apartment
291715,Cash loans,383760.0,43533.0,360000.0,House / apartment
291718,Cash loans,219069.0,11313.0,148500.0,House / apartment
291733,Cash loans,272520.0,16803.0,225000.0,House / apartment
291742,Cash loans,272520.0,16803.0,225000.0,House / apartment
291748,Cash loans,1013728.5,32832.0,823500.0,House / apartment
291765,Cash loans,234576.0,17667.0,202500.0,House / apartment
291771,Cash loans,382500.0,24574.5,382500.0,House / apartment
291773,Cash loans,552555.0,30105.0,477000.0,House / apartment
291788,Cash loans,904500.0,38322.0,904500.0,House / apartment
291789,Cash loans,450000.0,47254.5,450000.0,House / apartment
291796,Cash loans,225000.0,17775.0,225000.0,House / apartment
291800,Cash loans,781920.0,39924.0,675000.0,House / apartment
291817,Cash loans,297000.0,13212.0,297000.0,House / apartment
291822,Cash loans,360000.0,28440.0,360000.0,House / apartment
291840,Cash loans,601470.0,32760.0,450000.0,House / apartment
291843,Cash loans,906660.0,34308.0,675000.0,House / apartment
291855,Cash loans,111384.0,8455.5,90000.0,House / apartment
291858,Cash loans,260640.0,26838.0,225000.0,House / apartment
291870,Cash loans,295168.5,15201.0,238500.0,Office apartment
291872,Cash loans,224149.5,23665.5,193500.0,House / apartment
291874,Cash loans,237024.0,10440.0,180000.0,Municipal apartment
291883,Cash loans,398160.0,21946.5,315000.0,House / apartment
291888,Cash loans,1030680.0,65997.0,900000.0,House / apartment
291894,Cash loans,350415.0,27247.5,292500.0,House / apartment
291901,Cash loans,675000.0,25578.0,675000.0,House / apartment
291928,Cash loans,180000.0,14220.0,180000.0,House / apartment
291930,Cash loans,272520.0,15772.5,225000.0,House / apartment
291949,Cash loans,165915.0,10278.0,126000.0,House / apartment
291951,Cash loans,260640.0,31059.0,225000.0,House / apartment
291953,Cash loans,1493086.5,52029.0,1363500.0,House / apartment
291955,Cash loans,192874.5,20380.5,166500.0,House / apartment
291963,Cash loans,675000.0,53329.5,675000.0,With parents
291969,Cash loans,585000.0,29997.0,585000.0,House / apartment
291980,Cash loans,163512.0,11898.0,135000.0,House / apartment
292010,Cash loans,728460.0,62653.5,675000.0,House / apartment
292022,Cash loans,906660.0,32566.5,675000.0,House / apartment
292023,Cash loans,495000.0,25272.0,495000.0,House / apartment
292031,Cash loans,1107900.0,35869.5,900000.0,House / apartment
292034,Cash loans,964575.0,31243.5,675000.0,House / apartment
292043,Cash loans,427500.0,20565.0,427500.0,House / apartment
292049,Cash loans,710640.0,76531.5,675000.0,House / apartment
292055,Cash loans,182448.0,19287.0,157500.0,House / apartment
292062,Cash loans,450000.0,24543.0,450000.0,House / apartment
292070,Cash loans,225000.0,23184.0,225000.0,With parents
292072,Cash loans,342000.0,25015.5,342000.0,House / apartment
292073,Cash loans,225000.0,16371.0,225000.0,House / apartment
292082,Cash loans,651600.0,33268.5,562500.0,House / apartment
292096,Cash loans,495351.0,34605.0,459000.0,House / apartment
292098,Cash loans,342000.0,27018.0,342000.0,House / apartment
292116,Cash loans,208512.0,22585.5,180000.0,House / apartment
292118,Cash loans,794173.5,35113.5,697500.0,House / apartment
292126,Cash loans,296280.0,18256.5,225000.0,House / apartment
292128,Cash loans,512446.5,32877.0,463500.0,House / apartment
292137,Cash loans,360000.0,22023.0,360000.0,House / apartment
292138,Cash loans,130320.0,13815.0,112500.0,House / apartment
292142,Cash loans,1024740.0,49428.0,900000.0,House / apartment
292149,Cash loans,494550.0,38403.0,450000.0,House / apartment
292181,Cash loans,499212.0,36454.5,441000.0,House / apartment
292189,Cash loans,998010.0,77364.0,900000.0,House / apartment
292191,Cash loans,601029.0,47614.5,513000.0,House / apartment
292205,Cash loans,503266.5,49158.0,463500.0,House / apartment
292219,Cash loans,331920.0,18135.0,225000.0,House / apartment
292227,Cash loans,567000.0,44928.0,567000.0,House / apartment
292231,Cash loans,130320.0,13815.0,112500.0,Municipal apartment
292238,Cash loans,450000.0,43839.0,450000.0,House / apartment
292246,Cash loans,135000.0,14305.5,135000.0,House / apartment
292248,Cash loans,509400.0,40374.0,450000.0,House / apartment
292259,Cash loans,1024740.0,55719.0,900000.0,House / apartment
292261,Cash loans,190764.0,13878.0,157500.0,House / apartment
292266,Cash loans,218938.5,23121.0,189000.0,House / apartment
292267,Cash loans,324000.0,20704.5,324000.0,House / apartment
292272,Cash loans,220536.0,9400.5,135000.0,With parents
292278,Cash loans,237024.0,18855.0,180000.0,With parents
292281,Cash loans,1022022.0,43429.5,913500.0,House / apartment
292286,Cash loans,270000.0,17383.5,270000.0,Municipal apartment
292288,Cash loans,272520.0,21528.0,225000.0,House / apartment
292289,Cash loans,454500.0,20020.5,454500.0,House / apartment
292304,Cash loans,675000.0,25447.5,675000.0,House / apartment
292307,Cash loans,301464.0,17437.5,238500.0,House / apartment
292319,Cash loans,495000.0,26982.0,495000.0,House / apartment
292320,Cash loans,490581.0,25177.5,409500.0,House / apartment
292325,Cash loans,696528.0,44644.5,630000.0,House / apartment
292326,Cash loans,998010.0,71104.5,900000.0,House / apartment
292331,Cash loans,167076.0,12010.5,135000.0,House / apartment
292332,Cash loans,187659.0,19836.0,162000.0,House / apartment
292333,Cash loans,269982.0,28480.5,238500.0,House / apartment
292334,Cash loans,1800000.0,55872.0,1800000.0,House / apartment
292337,Cash loans,1096020.0,46566.0,900000.0,House / apartment
292338,Cash loans,675000.0,49117.5,675000.0,House / apartment
292342,Cash loans,451102.5,23161.5,337500.0,House / apartment
292347,Cash loans,276903.0,20830.5,247500.0,House / apartment
292350,Cash loans,152176.5,7911.0,115564.5,House / apartment
292355,Cash loans,1323000.0,56182.5,1323000.0,House / apartment
292360,Cash loans,771660.0,25020.0,540000.0,House / apartment
292362,Cash loans,90000.0,9351.0,90000.0,Office apartment
292363,Cash loans,202500.0,15997.5,202500.0,House / apartment
292364,Revolving loans,157500.0,7875.0,157500.0,House / apartment
292383,Cash loans,495000.0,39685.5,495000.0,House / apartment
292397,Cash loans,166500.0,18058.5,166500.0,House / apartment
292409,Cash loans,675000.0,21775.5,675000.0,House / apartment
292417,Cash loans,405000.0,21969.0,405000.0,House / apartment
292426,Cash loans,521568.0,21924.0,360000.0,House / apartment
292428,Cash loans,487318.5,36436.5,443421.0,Municipal apartment
292439,Cash loans,274500.0,14161.5,274500.0,House / apartment
292443,Cash loans,803479.5,43717.5,639000.0,House / apartment
292448,Cash loans,200493.0,15646.5,162000.0,House / apartment
292451,Cash loans,675000.0,32602.5,675000.0,House / apartment
292452,Cash loans,405000.0,21969.0,405000.0,House / apartment
292456,Cash loans,104256.0,10440.0,90000.0,House / apartment
292460,Cash loans,272520.0,15642.0,225000.0,House / apartment
292463,Cash loans,270000.0,14778.0,270000.0,House / apartment
292464,Cash loans,509400.0,40374.0,450000.0,House / apartment
292476,Cash loans,630000.0,30307.5,630000.0,House / apartment
292480,Cash loans,577147.5,24583.5,459000.0,House / apartment
292483,Cash loans,148140.0,9594.0,112500.0,House / apartment
292493,Cash loans,234576.0,24165.0,202500.0,House / apartment
292501,Cash loans,1528200.0,53248.5,1350000.0,House / apartment
292506,Cash loans,539100.0,27652.5,450000.0,House / apartment
292508,Cash loans,664299.0,37224.0,567000.0,House / apartment
292513,Cash loans,532584.0,63337.5,490500.0,House / apartment
292525,Cash loans,746280.0,49873.5,675000.0,House / apartment
292533,Cash loans,1350000.0,47056.5,1350000.0,House / apartment
292540,Cash loans,90000.0,10809.0,90000.0,House / apartment
292541,Cash loans,234576.0,24165.0,202500.0,House / apartment
292544,Cash loans,93829.5,9409.5,81000.0,House / apartment
292549,Cash loans,1572750.0,48946.5,1350000.0,House / apartment
292550,Cash loans,119893.5,13689.0,103500.0,House / apartment
292557,Cash loans,135000.0,11542.5,135000.0,House / apartment
292558,Revolving loans,315000.0,15750.0,315000.0,House / apartment
292562,Revolving loans,180000.0,9000.0,180000.0,House / apartment
292564,Cash loans,67500.0,6673.5,67500.0,Co-op apartment
292583,Cash loans,1068624.0,37273.5,922500.0,House / apartment
292612,Cash loans,276277.5,20232.0,238500.0,House / apartment
292618,Cash loans,153000.0,6736.5,153000.0,House / apartment
292623,Cash loans,225000.0,14377.5,225000.0,House / apartment
292631,Revolving loans,315000.0,15750.0,315000.0,House / apartment
292633,Cash loans,2085120.0,72607.5,1800000.0,House / apartment
292641,Cash loans,360000.0,27990.0,360000.0,House / apartment
292643,Cash loans,52128.0,5895.0,45000.0,House / apartment
292649,Cash loans,1096020.0,46435.5,900000.0,House / apartment
292650,Cash loans,753264.0,81256.5,720000.0,House / apartment
292651,Cash loans,503266.5,48658.5,463500.0,With parents
292655,Cash loans,135000.0,14175.0,135000.0,House / apartment
292659,Cash loans,439740.0,23985.0,315000.0,House / apartment
292677,Cash loans,945000.0,40167.0,945000.0,House / apartment
292693,Cash loans,509400.0,28575.0,450000.0,Co-op apartment
292697,Cash loans,909000.0,88681.5,909000.0,House / apartment
292700,Cash loans,387144.0,24871.5,342000.0,House / apartment
292702,Cash loans,252000.0,16231.5,252000.0,House / apartment
292710,Cash loans,1800000.0,74286.0,1800000.0,House / apartment
292727,Cash loans,848745.0,43465.5,675000.0,House / apartment
292731,Cash loans,243000.0,25515.0,243000.0,House / apartment
292732,Cash loans,336204.0,34578.0,297000.0,House / apartment
292734,Cash loans,850500.0,30546.0,850500.0,House / apartment
292735,Cash loans,853200.0,27652.5,675000.0,House / apartment
292737,Cash loans,763056.0,28894.5,630000.0,House / apartment
292739,Cash loans,199008.0,20520.0,180000.0,House / apartment
292741,Cash loans,285264.0,29358.0,252000.0,House / apartment
292767,Revolving loans,135000.0,6750.0,135000.0,House / apartment
292778,Cash loans,1350000.0,41904.0,1350000.0,House / apartment
292807,Cash loans,172021.5,15907.5,148500.0,House / apartment
292813,Cash loans,156384.0,12537.0,135000.0,House / apartment
292834,Cash loans,323460.0,26064.0,270000.0,House / apartment
292837,Cash loans,710640.0,70416.0,675000.0,House / apartment
292839,Cash loans,248760.0,26248.5,225000.0,House / apartment
292844,Cash loans,525735.0,39438.0,450000.0,House / apartment
292869,Cash loans,675000.0,25578.0,675000.0,House / apartment
292874,Cash loans,295168.5,16011.0,238500.0,House / apartment
292892,Cash loans,260640.0,31059.0,225000.0,House / apartment
292894,Cash loans,62554.5,6538.5,54000.0,With parents
292916,Cash loans,400392.0,41157.0,360000.0,Co-op apartment
292921,Cash loans,651600.0,33399.0,562500.0,House / apartment
292925,Cash loans,248877.0,16033.5,189000.0,House / apartment
292929,Cash loans,396706.5,31473.0,324000.0,House / apartment
292933,Cash loans,54000.0,4396.5,54000.0,House / apartment
292935,Cash loans,407520.0,29785.5,360000.0,House / apartment
292938,Cash loans,112500.0,13351.5,112500.0,House / apartment
292945,Cash loans,202500.0,15997.5,202500.0,House / apartment
292946,Cash loans,450000.0,23107.5,450000.0,With parents
292953,Cash loans,550980.0,43659.0,450000.0,House / apartment
292966,Cash loans,1096020.0,59589.0,900000.0,House / apartment
292968,Cash loans,265500.0,20677.5,265500.0,House / apartment
292983,Cash loans,945000.0,34074.0,945000.0,House / apartment
292988,Cash loans,539100.0,27522.0,450000.0,House / apartment
292992,Cash loans,965340.0,101497.5,900000.0,House / apartment
292997,Cash loans,269982.0,28480.5,238500.0,House / apartment
293002,Cash loans,351000.0,18049.5,351000.0,House / apartment
293013,Cash loans,1522651.5,53055.0,1390500.0,House / apartment
293030,Cash loans,225000.0,16371.0,225000.0,House / apartment
293043,Cash loans,312840.0,22891.5,247500.0,House / apartment
293070,Cash loans,499212.0,39573.0,441000.0,House / apartment
293093,Cash loans,1350000.0,41904.0,1350000.0,House / apartment
293103,Cash loans,114682.5,12042.0,99000.0,Municipal apartment
293104,Cash loans,458235.0,20313.0,382500.0,House / apartment
293117,Cash loans,790830.0,62613.0,675000.0,House / apartment
293123,Cash loans,114682.5,13738.5,99000.0,House / apartment
293126,Cash loans,136287.0,10894.5,103500.0,House / apartment
293128,Cash loans,344043.0,22117.5,297000.0,House / apartment
293136,Cash loans,1024740.0,52452.0,900000.0,House / apartment
293142,Cash loans,155938.5,14431.5,126000.0,House / apartment
293146,Cash loans,450000.0,48465.0,450000.0,House / apartment
293149,Cash loans,257391.0,30676.5,238500.0,House / apartment
293159,Cash loans,494550.0,37107.0,450000.0,Municipal apartment
293169,Cash loans,285264.0,28345.5,252000.0,House / apartment
293172,Cash loans,360000.0,19530.0,360000.0,House / apartment
293175,Cash loans,337500.0,14994.0,337500.0,House / apartment
293176,Cash loans,383760.0,45544.5,360000.0,House / apartment
293192,Cash loans,355536.0,15075.0,270000.0,House / apartment
293213,Cash loans,846000.0,43195.5,846000.0,House / apartment
293218,Cash loans,219069.0,11313.0,148500.0,With parents
293219,Cash loans,550980.0,35343.0,450000.0,House / apartment
293224,Cash loans,369720.0,29340.0,292500.0,House / apartment
293225,Cash loans,490495.5,34884.0,454500.0,House / apartment
293234,Cash loans,270000.0,11479.5,270000.0,House / apartment
293243,Cash loans,202500.0,16128.0,202500.0,House / apartment
293249,Cash loans,375408.0,23094.0,297000.0,House / apartment
293256,Cash loans,450000.0,24543.0,450000.0,House / apartment
293276,Cash loans,365359.5,38493.0,328500.0,House / apartment
293283,Cash loans,509400.0,40374.0,450000.0,House / apartment
293295,Revolving loans,315000.0,15750.0,315000.0,House / apartment
293308,Cash loans,67500.0,8010.0,67500.0,House / apartment
293309,Cash loans,450000.0,23107.5,450000.0,House / apartment
293316,Cash loans,562500.0,21334.5,562500.0,House / apartment
293326,Cash loans,407520.0,25060.5,360000.0,House / apartment
293330,Cash loans,90000.0,9580.5,90000.0,With parents
293351,Cash loans,622575.0,23598.0,463500.0,House / apartment
293361,Cash loans,1889140.5,103653.0,1750500.0,House / apartment
293366,Cash loans,294048.0,12492.0,180000.0,With parents
293376,Cash loans,675000.0,49248.0,675000.0,House / apartment
293377,Cash loans,573408.0,29407.5,495000.0,House / apartment
293382,Cash loans,790830.0,62613.0,675000.0,House / apartment
293383,Cash loans,296280.0,19062.0,225000.0,House / apartment
293385,Cash loans,450000.0,23107.5,450000.0,House / apartment
293402,Cash loans,270000.0,16645.5,270000.0,House / apartment
293403,Cash loans,1047771.0,37764.0,904500.0,House / apartment
293405,Cash loans,1066320.0,42808.5,900000.0,House / apartment
293412,Cash loans,320040.0,14494.5,225000.0,House / apartment
293430,Cash loans,986418.0,41922.0,810000.0,House / apartment
293435,Cash loans,387000.0,16267.5,387000.0,Co-op apartment
293438,Cash loans,49752.0,5350.5,45000.0,House / apartment
293445,Cash loans,450000.0,22977.0,450000.0,House / apartment
293447,Cash loans,67500.0,8010.0,67500.0,With parents
293451,Cash loans,675000.0,36747.0,675000.0,House / apartment
293463,Cash loans,1800000.0,74286.0,1800000.0,House / apartment
293471,Cash loans,611950.5,34299.0,553500.0,House / apartment
293482,Cash loans,675000.0,38880.0,675000.0,House / apartment
293485,Cash loans,536917.5,22878.0,463500.0,House / apartment
293493,Cash loans,119893.5,14355.0,103500.0,House / apartment
293496,Cash loans,149256.0,15291.0,135000.0,With parents
293505,Cash loans,231097.5,18387.0,175500.0,House / apartment
293507,Cash loans,450000.0,47254.5,450000.0,House / apartment
293508,Cash loans,207396.0,13383.0,157500.0,House / apartment
293518,Cash loans,495000.0,16096.5,495000.0,House / apartment
293524,Cash loans,450000.0,19197.0,450000.0,House / apartment
293527,Cash loans,195543.0,12091.5,148500.0,House / apartment
293537,Cash loans,296280.0,18256.5,225000.0,House / apartment
293542,Cash loans,539100.0,22837.5,450000.0,House / apartment
293556,Cash loans,49752.0,5355.0,45000.0,House / apartment
293560,Cash loans,594000.0,36468.0,594000.0,House / apartment
293563,Cash loans,265536.0,13554.0,180000.0,Municipal apartment
293565,Cash loans,819000.0,29547.0,819000.0,House / apartment
293597,Cash loans,558706.5,51372.0,495000.0,House / apartment
293603,Cash loans,986031.0,31936.5,801000.0,House / apartment
293607,Cash loans,237024.0,18855.0,180000.0,House / apartment
293621,Cash loans,539100.0,22378.5,450000.0,Rented apartment
293622,Cash loans,210933.0,9288.0,210933.0,House / apartment
293623,Cash loans,67765.5,7245.0,58500.0,House / apartment
293636,Cash loans,285264.0,30082.5,252000.0,House / apartment
293643,Cash loans,224149.5,24138.0,193500.0,House / apartment
293659,Cash loans,360000.0,28570.5,360000.0,House / apartment
293678,Cash loans,156384.0,16024.5,135000.0,House / apartment
293679,Cash loans,495000.0,25272.0,495000.0,House / apartment
293681,Cash loans,360000.0,23134.5,360000.0,House / apartment
293684,Cash loans,225000.0,23755.5,225000.0,House / apartment
293692,Cash loans,677475.0,71271.0,643500.0,House / apartment
293696,Cash loans,1572750.0,48946.5,1350000.0,House / apartment
293733,Cash loans,1079581.5,55251.0,886500.0,House / apartment
293734,Cash loans,225000.0,26703.0,225000.0,House / apartment
293745,Cash loans,157500.0,14575.5,157500.0,House / apartment
293751,Cash loans,1065681.0,45148.5,904500.0,House / apartment
293770,Cash loans,499221.0,27211.5,373500.0,House / apartment
293778,Cash loans,450000.0,41404.5,450000.0,House / apartment
293789,Cash loans,641173.5,27297.0,553500.0,House / apartment
293809,Cash loans,1535553.0,47790.0,1372500.0,House / apartment
293815,Cash loans,1665000.0,57874.5,1665000.0,House / apartment
293816,Cash loans,135531.0,16213.5,117000.0,House / apartment
293819,Cash loans,450000.0,32877.0,450000.0,House / apartment
293822,Cash loans,572292.0,21703.5,472500.0,House / apartment
293846,Cash loans,609498.0,56029.5,540000.0,House / apartment
293849,Cash loans,904500.0,50634.0,904500.0,House / apartment
293850,Cash loans,172021.5,18193.5,148500.0,House / apartment
293851,Cash loans,283500.0,19300.5,283500.0,House / apartment
293860,Cash loans,475929.0,18072.0,328500.0,House / apartment
293863,Cash loans,180000.0,9189.0,180000.0,House / apartment
293881,Cash loans,746280.0,59094.0,675000.0,House / apartment
293900,Cash loans,331920.0,17077.5,225000.0,House / apartment
293907,Cash loans,291384.0,28228.5,270000.0,House / apartment
293915,Cash loans,208512.0,22023.0,180000.0,House / apartment
293931,Cash loans,450000.0,31450.5,450000.0,House / apartment
293935,Cash loans,450000.0,22977.0,450000.0,House / apartment
293942,Cash loans,677664.0,34600.5,585000.0,House / apartment
293944,Cash loans,509400.0,40243.5,450000.0,House / apartment
293967,Cash loans,156384.0,16551.0,135000.0,Rented apartment
293968,Cash loans,360000.0,19660.5,360000.0,House / apartment
293971,Cash loans,248760.0,24732.0,225000.0,House / apartment
293972,Cash loans,781920.0,34573.5,675000.0,House / apartment
293974,Cash loans,509400.0,40243.5,450000.0,With parents
293976,Cash loans,339633.0,26410.5,283500.0,House / apartment
293985,Cash loans,260640.0,26838.0,225000.0,House / apartment
293996,Cash loans,296280.0,23539.5,225000.0,House / apartment
294004,Cash loans,976135.5,53622.0,904500.0,House / apartment
294007,Cash loans,450000.0,22977.0,450000.0,With parents
294010,Cash loans,601470.0,25614.0,450000.0,House / apartment
294013,Cash loans,270000.0,13914.0,270000.0,House / apartment
294016,Cash loans,351792.0,18090.0,252000.0,House / apartment
294018,Cash loans,599778.0,25542.0,477000.0,House / apartment
294028,Cash loans,500490.0,59526.0,450000.0,House / apartment
294041,Cash loans,272520.0,18342.0,225000.0,House / apartment
294047,Cash loans,332946.0,17127.0,238500.0,House / apartment
294055,Cash loans,675000.0,47110.5,675000.0,House / apartment
294062,Cash loans,675000.0,28597.5,675000.0,House / apartment
294069,Cash loans,787500.0,28417.5,787500.0,House / apartment
294075,Cash loans,2013840.0,62509.5,1800000.0,House / apartment
294091,Cash loans,260640.0,27499.5,225000.0,House / apartment
294108,Cash loans,781920.0,40054.5,675000.0,House / apartment
294116,Cash loans,315000.0,19399.5,315000.0,House / apartment
294125,Cash loans,177768.0,11488.5,135000.0,House / apartment
294129,Cash loans,78192.0,9409.5,67500.0,House / apartment
294130,Cash loans,1885536.0,103324.5,1800000.0,House / apartment
294134,Cash loans,1350000.0,55714.5,1350000.0,House / apartment
294135,Cash loans,866817.0,36855.0,866817.0,With parents
294136,Cash loans,541323.0,27769.5,405000.0,Municipal apartment
294141,Cash loans,1354500.0,42174.0,1354500.0,House / apartment
294160,Cash loans,360000.0,22153.5,360000.0,House / apartment
294164,Cash loans,163512.0,11056.5,135000.0,House / apartment
294184,Cash loans,601470.0,30838.5,450000.0,House / apartment
294191,Cash loans,547344.0,23319.0,472500.0,House / apartment
294195,Cash loans,334152.0,16204.5,270000.0,House / apartment
294199,Cash loans,225000.0,23184.0,225000.0,House / apartment
294208,Cash loans,615109.5,31536.0,531000.0,With parents
294221,Cash loans,337500.0,17361.0,337500.0,House / apartment
294225,Cash loans,45000.0,4725.0,45000.0,House / apartment
294230,Cash loans,1119411.0,38907.0,904500.0,House / apartment
294236,Cash loans,599778.0,30753.0,477000.0,House / apartment
294256,Cash loans,522000.0,19809.0,522000.0,House / apartment
294257,Cash loans,1030680.0,65997.0,900000.0,House / apartment
294258,Cash loans,625180.5,21348.0,400500.0,House / apartment
294282,Cash loans,384273.0,19620.0,310500.0,House / apartment
294287,Cash loans,211630.5,17095.5,171000.0,House / apartment
294290,Cash loans,1191825.0,118620.0,1125000.0,House / apartment
294300,Cash loans,1350000.0,46926.0,1350000.0,House / apartment
294302,Cash loans,238500.0,23719.5,238500.0,House / apartment
294313,Cash loans,49752.0,5224.5,45000.0,House / apartment
294314,Cash loans,199008.0,23746.5,180000.0,House / apartment
294322,Cash loans,156384.0,16024.5,135000.0,House / apartment
294336,Cash loans,135000.0,10224.0,135000.0,House / apartment
294339,Cash loans,284427.0,22599.0,216000.0,House / apartment
294348,Cash loans,301500.0,23949.0,301500.0,House / apartment
294365,Cash loans,656361.0,35734.5,522000.0,House / apartment
294373,Cash loans,278460.0,21676.5,225000.0,House / apartment
294383,Cash loans,479700.0,49284.0,450000.0,Rented apartment
294403,Cash loans,130320.0,13482.0,112500.0,House / apartment
294406,Cash loans,799299.0,40941.0,702000.0,House / apartment
294417,Cash loans,540000.0,25978.5,540000.0,With parents
294452,Cash loans,509400.0,32683.5,450000.0,House / apartment
294463,Cash loans,67765.5,8172.0,58500.0,With parents
294471,Cash loans,500490.0,54031.5,450000.0,House / apartment
294486,Cash loans,635962.5,32472.0,549000.0,House / apartment
294501,Cash loans,702450.0,24115.5,450000.0,House / apartment
294504,Cash loans,891000.0,45490.5,891000.0,House / apartment
294509,Cash loans,585000.0,22054.5,585000.0,House / apartment
294511,Cash loans,622413.0,31779.0,495000.0,House / apartment
294519,Cash loans,781920.0,34573.5,675000.0,House / apartment
294530,Cash loans,639972.0,44671.5,567000.0,House / apartment
294532,Cash loans,1024740.0,49428.0,900000.0,House / apartment
294547,Cash loans,100246.5,7888.5,81000.0,With parents
294548,Cash loans,622575.0,23598.0,463500.0,House / apartment
294554,Cash loans,248760.0,25488.0,225000.0,House / apartment
294577,Cash loans,157500.0,16668.0,157500.0,With parents
294578,Cash loans,208512.0,20754.0,180000.0,House / apartment
294580,Cash loans,278460.0,22455.0,225000.0,House / apartment
294583,Cash loans,1557022.5,50359.5,1336500.0,With parents
294592,Cash loans,790830.0,62613.0,675000.0,House / apartment
294595,Cash loans,146376.0,10944.0,126360.0,House / apartment
294602,Cash loans,625536.0,27684.0,540000.0,House / apartment
294613,Cash loans,543037.5,43033.5,463500.0,House / apartment
294617,Cash loans,1800000.0,56002.5,1800000.0,House / apartment
294631,Cash loans,573408.0,29407.5,495000.0,House / apartment
294641,Cash loans,547344.0,23319.0,472500.0,House / apartment
294653,Cash loans,539100.0,26064.0,450000.0,House / apartment
294657,Cash loans,286704.0,22779.0,247500.0,With parents
294661,Cash loans,272520.0,18342.0,225000.0,House / apartment
294665,Cash loans,315666.0,37593.0,292500.0,House / apartment
294668,Cash loans,450000.0,15367.5,450000.0,House / apartment
294671,Cash loans,785772.0,29754.0,585000.0,House / apartment
294682,Cash loans,450000.0,19066.5,450000.0,House / apartment
294685,Cash loans,256500.0,17721.0,256500.0,House / apartment
294688,Cash loans,1024740.0,52452.0,900000.0,House / apartment
294690,Cash loans,315000.0,25015.5,315000.0,House / apartment
294698,Cash loans,163512.0,12028.5,135000.0,House / apartment
294717,Cash loans,418500.0,21496.5,418500.0,House / apartment
294724,Cash loans,746280.0,41670.0,675000.0,House / apartment
294726,Cash loans,1080000.0,34969.5,1080000.0,House / apartment
294738,Cash loans,375408.0,29790.0,297000.0,House / apartment
294744,Cash loans,539100.0,29376.0,450000.0,House / apartment
294758,Cash loans,266832.0,20079.0,238500.0,House / apartment
294762,Cash loans,225000.0,11619.0,225000.0,House / apartment
294776,Cash loans,599778.0,32665.5,477000.0,House / apartment
294777,Cash loans,315000.0,32274.0,315000.0,House / apartment
294807,Cash loans,45000.0,5337.0,45000.0,House / apartment
294816,Cash loans,296280.0,13050.0,225000.0,With parents
294821,Cash loans,450000.0,34825.5,450000.0,House / apartment
294825,Cash loans,1800000.0,98770.5,1800000.0,House / apartment
294834,Cash loans,331920.0,14751.0,225000.0,House / apartment
294835,Cash loans,539100.0,29376.0,450000.0,House / apartment
294836,Cash loans,248760.0,26248.5,225000.0,House / apartment
294840,Cash loans,539100.0,22968.0,450000.0,Co-op apartment
294842,Cash loans,1024740.0,49428.0,900000.0,House / apartment
294864,Cash loans,225000.0,23053.5,225000.0,House / apartment
294874,Cash loans,450000.0,28890.0,450000.0,House / apartment
294880,Cash loans,450000.0,16164.0,450000.0,House / apartment
294881,Cash loans,225000.0,23184.0,225000.0,House / apartment
294897,Cash loans,225000.0,27994.5,225000.0,House / apartment
294898,Cash loans,1096020.0,55962.0,900000.0,House / apartment
294920,Cash loans,677664.0,28093.5,585000.0,House / apartment
294923,Cash loans,52128.0,6313.5,45000.0,House / apartment
294926,Cash loans,521568.0,22054.5,360000.0,House / apartment
294937,Cash loans,247500.0,13554.0,247500.0,With parents
294941,Cash loans,652500.0,33313.5,652500.0,Municipal apartment
294951,Cash loans,500490.0,52555.5,450000.0,House / apartment
294952,Cash loans,454500.0,27063.0,454500.0,House / apartment
