SK_ID_CURR,Âge (ans),Sexe,Statut familial,Nbre enfants,Niveau éducation,Type revenu,Ancienneté emploi,Revenus ($)
305301,30,Masculin,Single / not married,1,Higher education,State servant,11,157500.0
305326,37,Masculin,Married,3,Secondary / secondary special,Working,2,247500.0
305334,60,Féminin,Widow,0,Higher education,Pensioner,0,76500.0
305340,36,Féminin,Married,0,Secondary / secondary special,Working,7,112500.0
305348,58,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,270000.0
305352,40,Féminin,Civil marriage,0,Higher education,Working,7,126000.0
305359,32,Féminin,Single / not married,0,Higher education,Commercial associate,0,81000.0
305360,49,Féminin,Married,0,Secondary / secondary special,Commercial associate,1,76500.0
305362,43,Féminin,Separated,0,Higher education,Working,1,517500.0
305383,58,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,112500.0
305406,47,Masculin,Single / not married,0,Higher education,Working,2,180000.0
305408,22,Féminin,Married,0,Incomplete higher,Working,3,202500.0
305412,62,Féminin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
305413,42,Masculin,Married,0,Secondary / secondary special,Commercial associate,2,180000.0
305414,28,Masculin,Civil marriage,0,Secondary / secondary special,Commercial associate,4,225000.0
305417,52,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,153000.0
305421,47,Féminin,Married,0,Secondary / secondary special,State servant,18,90000.0
305422,53,Féminin,Single / not married,0,Higher education,Commercial associate,15,247500.0
305447,52,Masculin,Married,0,Higher education,Working,0,247500.0
305448,33,Masculin,Married,1,Secondary / secondary special,Commercial associate,8,180000.0
305450,32,Féminin,Married,1,Higher education,Working,9,202500.0
305452,56,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,202500.0
305459,54,Féminin,Married,0,Higher education,Commercial associate,4,166500.0
305460,43,Masculin,Married,1,Secondary / secondary special,Commercial associate,0,315000.0
305474,47,Masculin,Married,0,Secondary / secondary special,Working,23,112500.0
305475,59,Féminin,Widow,0,Secondary / secondary special,Commercial associate,9,225000.0
305481,42,Féminin,Single / not married,0,Higher education,Working,1,337500.0
305494,45,Masculin,Single / not married,1,Secondary / secondary special,Working,5,90000.0
305503,30,Masculin,Married,0,Secondary / secondary special,Working,4,292500.0
305507,50,Féminin,Married,0,Secondary / secondary special,Commercial associate,31,270000.0
305508,22,Féminin,Single / not married,0,Secondary / secondary special,Working,1,198000.0
305513,38,Masculin,Married,0,Secondary / secondary special,Working,6,202500.0
305518,37,Féminin,Married,2,Higher education,Commercial associate,0,135000.0
305523,31,Féminin,Married,0,Secondary / secondary special,Working,9,157500.0
305526,50,Masculin,Married,0,Secondary / secondary special,Working,4,99000.0
305529,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,130500.0
305532,24,Masculin,Single / not married,0,Secondary / secondary special,Working,0,202500.0
305543,28,Masculin,Single / not married,0,Secondary / secondary special,Working,4,112500.0
305555,54,Féminin,Married,0,Secondary / secondary special,Commercial associate,10,180000.0
305562,61,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,126000.0
305571,41,Féminin,Married,0,Higher education,State servant,14,202500.0
305578,32,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,1,193500.0
305579,34,Féminin,Married,2,Higher education,Working,7,157500.0
305584,49,Masculin,Single / not married,0,Higher education,Working,1,67500.0
305603,28,Féminin,Single / not married,0,Secondary / secondary special,Working,7,90000.0
305620,47,Féminin,Married,0,Higher education,Working,17,157500.0
305626,37,Féminin,Married,2,Higher education,Commercial associate,1,292500.0
305636,27,Féminin,Married,1,Higher education,Working,4,202500.0
305640,46,Masculin,Single / not married,1,Higher education,Working,8,171000.0
305653,22,Féminin,Single / not married,0,Secondary / secondary special,Working,0,112500.0
305662,33,Féminin,Married,1,Secondary / secondary special,Working,2,225000.0
305663,25,Féminin,Single / not married,0,Incomplete higher,Commercial associate,0,112500.0
305667,63,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,67500.0
305683,27,Féminin,Married,2,Secondary / secondary special,Commercial associate,1,67500.0
305698,49,Féminin,Married,0,Higher education,Commercial associate,2,225000.0
305699,22,Masculin,Single / not married,0,Incomplete higher,Working,2,180000.0
305707,55,Féminin,Married,0,Secondary / secondary special,Pensioner,0,202500.0
305717,43,Féminin,Married,0,Secondary / secondary special,Commercial associate,14,90000.0
305723,57,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
305735,64,Féminin,Married,0,Secondary / secondary special,Pensioner,0,180000.0
305738,61,Masculin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
305746,58,Masculin,Married,0,Higher education,Pensioner,0,247500.0
305766,26,Masculin,Civil marriage,1,Secondary / secondary special,Working,4,180000.0
305773,44,Féminin,Married,0,Secondary / secondary special,Working,13,117000.0
305776,49,Masculin,Single / not married,0,Secondary / secondary special,Working,12,202500.0
305777,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,144000.0
305809,37,Féminin,Married,0,Secondary / secondary special,Working,11,99000.0
305813,49,Féminin,Married,1,Secondary / secondary special,Commercial associate,1,90000.0
305816,28,Féminin,Married,1,Higher education,State servant,9,180000.0
305820,30,Féminin,Married,1,Secondary / secondary special,Working,6,112500.0
305826,28,Masculin,Single / not married,0,Secondary / secondary special,Working,3,135000.0
305838,22,Féminin,Separated,1,Secondary / secondary special,Working,1,72000.0
305839,31,Féminin,Married,2,Secondary / secondary special,Working,7,67500.0
305846,45,Masculin,Civil marriage,0,Secondary / secondary special,Working,2,202500.0
305861,22,Masculin,Single / not married,0,Secondary / secondary special,State servant,4,157500.0
305863,35,Masculin,Married,2,Lower secondary,Commercial associate,4,135000.0
305869,30,Féminin,Married,1,Secondary / secondary special,Working,8,157500.0
305872,53,Féminin,Married,0,Secondary / secondary special,Working,9,148500.0
305876,31,Féminin,Married,0,Secondary / secondary special,Commercial associate,11,270000.0
305881,37,Masculin,Married,0,Secondary / secondary special,Working,6,144000.0
305887,33,Féminin,Separated,0,Secondary / secondary special,Working,11,157500.0
305894,46,Masculin,Married,1,Higher education,Pensioner,0,315000.0
305898,57,Féminin,Married,0,Secondary / secondary special,Pensioner,0,202500.0
305905,46,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,6,90000.0
305908,35,Féminin,Married,1,Higher education,Working,8,301500.0
305914,37,Masculin,Married,0,Higher education,State servant,8,112500.0
305915,29,Féminin,Married,0,Higher education,Commercial associate,1,202500.0
305922,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
305938,24,Féminin,Single / not married,0,Incomplete higher,Commercial associate,0,157500.0
305946,56,Masculin,Single / not married,0,Secondary / secondary special,Working,4,225000.0
305956,48,Féminin,Married,0,Higher education,Commercial associate,0,540000.0
305963,51,Féminin,Civil marriage,0,Secondary / secondary special,Working,5,67500.0
305965,31,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,270000.0
305988,28,Féminin,Separated,0,Higher education,Commercial associate,1,202500.0
305990,52,Féminin,Married,0,Higher education,Commercial associate,1,135000.0
305991,51,Féminin,Widow,0,Secondary / secondary special,Working,9,135000.0
305994,47,Féminin,Civil marriage,0,Incomplete higher,Commercial associate,8,427500.0
305998,55,Masculin,Married,0,Secondary / secondary special,Working,1,90000.0
306003,46,Masculin,Married,1,Higher education,Working,14,216000.0
306012,60,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,112500.0
306016,50,Féminin,Separated,0,Higher education,Commercial associate,10,360000.0
306021,31,Féminin,Married,0,Secondary / secondary special,Working,4,112500.0
306025,32,Féminin,Married,1,Higher education,Commercial associate,6,180000.0
306030,44,Féminin,Widow,0,Secondary / secondary special,Working,4,76500.0
306047,55,Féminin,Civil marriage,0,Higher education,Pensioner,0,405000.0
306051,40,Féminin,Civil marriage,0,Secondary / secondary special,Working,4,135000.0
306063,42,Féminin,Civil marriage,1,Secondary / secondary special,Working,4,270000.0
306066,57,Masculin,Married,0,Secondary / secondary special,Working,6,157500.0
306069,54,Féminin,Widow,0,Secondary / secondary special,Working,0,135000.0
306074,49,Féminin,Married,0,Higher education,Commercial associate,2,344250.0
306091,42,Féminin,Married,0,Secondary / secondary special,Commercial associate,17,90000.0
306094,54,Féminin,Married,0,Secondary / secondary special,Working,5,90000.0
306095,55,Féminin,Widow,0,Secondary / secondary special,Working,15,90000.0
306114,42,Masculin,Married,2,Higher education,Commercial associate,4,225000.0
306116,55,Féminin,Married,0,Secondary / secondary special,Working,37,112500.0
306121,33,Féminin,Married,2,Secondary / secondary special,Working,13,112500.0
306127,31,Féminin,Civil marriage,1,Secondary / secondary special,Working,4,81000.0
306128,37,Masculin,Married,1,Secondary / secondary special,Commercial associate,11,270000.0
306133,30,Féminin,Married,0,Secondary / secondary special,Commercial associate,1,225000.0
306142,63,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
306144,27,Féminin,Married,0,Secondary / secondary special,Working,3,135000.0
306150,40,Féminin,Married,2,Secondary / secondary special,Working,0,90000.0
306153,44,Féminin,Married,1,Higher education,Commercial associate,8,292500.0
306156,53,Féminin,Married,0,Secondary / secondary special,Commercial associate,4,112500.0
306159,43,Féminin,Married,0,Secondary / secondary special,Working,0,99000.0
306161,64,Féminin,Married,0,Secondary / secondary special,Pensioner,0,81000.0
306173,40,Féminin,Married,2,Higher education,Working,0,112500.0
306175,58,Masculin,Married,0,Lower secondary,Commercial associate,4,40500.0
306193,60,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,58500.0
306194,55,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
306198,27,Masculin,Single / not married,0,Higher education,Working,3,270000.0
306203,37,Masculin,Married,0,Secondary / secondary special,Working,11,202500.0
306209,28,Masculin,Married,0,Secondary / secondary special,Commercial associate,6,166500.0
306212,62,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,148500.0
306216,57,Féminin,Married,0,Secondary / secondary special,Pensioner,0,108000.0
306233,43,Masculin,Married,1,Secondary / secondary special,Working,10,180000.0
306247,54,Féminin,Married,0,Secondary / secondary special,Working,33,189000.0
306264,44,Masculin,Married,1,Higher education,Working,3,157500.0
306267,44,Féminin,Married,1,Higher education,Commercial associate,1,112500.0
306293,57,Féminin,Married,0,Secondary / secondary special,State servant,8,144000.0
306302,43,Masculin,Married,0,Secondary / secondary special,Working,9,225000.0
306305,41,Féminin,Married,0,Higher education,Commercial associate,20,129375.0
306311,41,Féminin,Married,1,Secondary / secondary special,Commercial associate,2,112500.0
306345,36,Féminin,Married,0,Secondary / secondary special,Working,3,202500.0
306357,54,Féminin,Married,0,Secondary / secondary special,Commercial associate,6,157500.0
306368,52,Féminin,Married,0,Higher education,Commercial associate,7,315000.0
306372,25,Masculin,Married,1,Secondary / secondary special,Commercial associate,0,157500.0
306378,26,Masculin,Single / not married,0,Secondary / secondary special,Working,2,76500.0
306389,55,Féminin,Married,0,Secondary / secondary special,Working,2,103500.0
306398,23,Féminin,Civil marriage,2,Secondary / secondary special,Working,0,126000.0
306414,25,Masculin,Married,1,Secondary / secondary special,Working,4,135000.0
306419,39,Masculin,Single / not married,0,Secondary / secondary special,Commercial associate,11,103500.0
306437,30,Féminin,Married,1,Secondary / secondary special,State servant,6,202500.0
306438,48,Féminin,Married,0,Secondary / secondary special,Commercial associate,7,67500.0
306441,27,Féminin,Single / not married,0,Secondary / secondary special,Working,0,117000.0
306443,26,Féminin,Single / not married,0,Academic degree,Working,2,337500.0
306450,36,Masculin,Married,3,Secondary / secondary special,Working,10,67500.0
306464,41,Féminin,Married,0,Secondary / secondary special,Working,2,112500.0
306468,27,Masculin,Single / not married,0,Incomplete higher,State servant,1,202500.0
306469,43,Féminin,Married,0,Secondary / secondary special,Working,12,90000.0
306484,42,Masculin,Married,0,Secondary / secondary special,Working,5,225000.0
306527,43,Féminin,Separated,1,Secondary / secondary special,Commercial associate,22,90000.0
306538,58,Masculin,Married,0,Secondary / secondary special,Commercial associate,16,270000.0
306547,30,Masculin,Civil marriage,1,Secondary / secondary special,Working,1,157500.0
306554,45,Masculin,Married,0,Secondary / secondary special,Commercial associate,4,180000.0
306557,26,Masculin,Single / not married,0,Incomplete higher,Working,2,99000.0
306560,60,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,90000.0
306561,32,Masculin,Married,1,Higher education,Commercial associate,10,270000.0
306565,59,Féminin,Married,0,Secondary / secondary special,Working,34,247500.0
306569,48,Féminin,Single / not married,0,Secondary / secondary special,Working,1,360000.0
306576,60,Féminin,Married,0,Higher education,Pensioner,0,202500.0
306587,38,Féminin,Married,0,Secondary / secondary special,Working,2,112500.0
306604,40,Féminin,Married,2,Secondary / secondary special,Commercial associate,14,112500.0
306624,31,Féminin,Married,2,Secondary / secondary special,Commercial associate,3,202500.0
306625,32,Féminin,Married,0,Secondary / secondary special,State servant,7,85500.0
306628,41,Féminin,Married,0,Secondary / secondary special,Working,18,135000.0
306647,38,Féminin,Married,0,Secondary / secondary special,Working,6,112500.0
306651,37,Féminin,Married,2,Higher education,State servant,16,76500.0
306658,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,108000.0
306660,23,Masculin,Married,1,Secondary / secondary special,Commercial associate,1,135000.0
306664,32,Féminin,Married,2,Incomplete higher,Working,4,135000.0
306670,41,Féminin,Civil marriage,1,Secondary / secondary special,Working,1,94500.0
306699,62,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
306701,43,Masculin,Married,1,Secondary / secondary special,Pensioner,0,135000.0
306712,29,Féminin,Single / not married,1,Higher education,Working,1,225000.0
306716,43,Masculin,Married,0,Secondary / secondary special,State servant,11,225000.0
306727,32,Masculin,Married,1,Higher education,Working,7,157500.0
306729,49,Masculin,Married,0,Higher education,Working,14,225000.0
306735,27,Masculin,Single / not married,0,Incomplete higher,Working,4,180000.0
306739,42,Masculin,Married,0,Secondary / secondary special,Working,22,202500.0
306756,47,Féminin,Married,0,Secondary / secondary special,Commercial associate,19,207000.0
306757,27,Féminin,Married,1,Higher education,Commercial associate,1,180000.0
306767,60,Masculin,Married,0,Secondary / secondary special,Pensioner,0,234000.0
306775,33,Masculin,Married,0,Secondary / secondary special,Working,4,405000.0
306795,49,Féminin,Married,1,Secondary / secondary special,Commercial associate,0,270000.0
306799,23,Masculin,Married,1,Secondary / secondary special,Working,0,121500.0
306800,47,Féminin,Married,0,Secondary / secondary special,Working,1,270000.0
306805,63,Féminin,Married,0,Secondary / secondary special,Pensioner,0,99000.0
306812,57,Masculin,Married,0,Higher education,Commercial associate,12,225000.0
306820,30,Masculin,Single / not married,1,Higher education,Working,0,90000.0
306840,27,Masculin,Single / not married,0,Secondary / secondary special,Working,4,427500.0
306845,59,Masculin,Married,0,Secondary / secondary special,Commercial associate,8,225000.0
306848,58,Féminin,Married,0,Secondary / secondary special,Working,20,135000.0
306856,34,Masculin,Married,0,Secondary / secondary special,Working,2,180000.0
306862,38,Féminin,Married,1,Secondary / secondary special,Commercial associate,1,135000.0
306863,37,Féminin,Married,0,Higher education,Working,2,360000.0
306868,22,Masculin,Married,0,Secondary / secondary special,Working,0,135000.0
306873,46,Masculin,Married,0,Higher education,Working,19,382500.0
306876,49,Féminin,Separated,0,Secondary / secondary special,Commercial associate,3,81000.0
306893,26,Masculin,Single / not married,0,Higher education,Commercial associate,0,540000.0
306896,45,Féminin,Married,1,Secondary / secondary special,Working,3,112500.0
306899,37,Féminin,Married,2,Secondary / secondary special,Commercial associate,0,279000.0
306907,27,Masculin,Single / not married,0,Secondary / secondary special,State servant,5,360000.0
306908,28,Féminin,Single / not married,0,Higher education,State servant,0,135000.0
306917,32,Masculin,Married,1,Secondary / secondary special,Commercial associate,0,162000.0
306927,47,Féminin,Married,0,Higher education,Commercial associate,0,315000.0
306930,45,Féminin,Married,1,Higher education,Commercial associate,12,360000.0
306935,46,Masculin,Civil marriage,0,Secondary / secondary special,Working,4,270000.0
306942,46,Masculin,Civil marriage,0,Higher education,Working,2,292500.0
306951,58,Féminin,Married,0,Higher education,Pensioner,0,144000.0
306961,43,Féminin,Married,1,Secondary / secondary special,Working,3,157500.0
306970,50,Masculin,Separated,0,Secondary / secondary special,Working,1,157500.0
306972,36,Féminin,Single / not married,0,Secondary / secondary special,Working,8,135000.0
306973,59,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,63000.0
306976,66,Féminin,Married,0,Higher education,Pensioner,0,76500.0
306978,46,Féminin,Married,1,Secondary / secondary special,Working,26,112500.0
306990,55,Masculin,Married,1,Higher education,Commercial associate,4,225000.0
306992,29,Masculin,Married,1,Secondary / secondary special,Commercial associate,0,135000.0
306995,55,Masculin,Married,0,Higher education,Commercial associate,2,202500.0
307001,23,Féminin,Separated,0,Secondary / secondary special,Working,5,135000.0
307004,28,Masculin,Single / not married,0,Secondary / secondary special,Working,7,180000.0
307005,46,Masculin,Single / not married,0,Higher education,Commercial associate,5,652500.0
307006,65,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
307010,53,Féminin,Married,0,Higher education,Commercial associate,10,180000.0
307011,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
307014,57,Féminin,Widow,0,Higher education,Commercial associate,8,315000.0
307016,29,Féminin,Married,1,Higher education,Working,3,112500.0
307022,39,Féminin,Married,3,Secondary / secondary special,Working,3,135000.0
307027,25,Masculin,Married,0,Secondary / secondary special,Working,3,121500.0
307052,26,Féminin,Civil marriage,1,Secondary / secondary special,Commercial associate,4,112500.0
307061,55,Féminin,Married,0,Secondary / secondary special,Working,5,157500.0
307072,26,Masculin,Married,0,Secondary / secondary special,Working,4,99000.0
307078,48,Féminin,Married,0,Higher education,Working,5,337500.0
307111,49,Féminin,Married,0,Secondary / secondary special,Commercial associate,10,166500.0
307112,40,Féminin,Married,0,Higher education,Commercial associate,7,540000.0
307134,40,Masculin,Civil marriage,3,Secondary / secondary special,Working,5,225000.0
307143,50,Masculin,Married,0,Secondary / secondary special,Working,6,202500.0
307147,37,Masculin,Married,1,Secondary / secondary special,Working,4,157500.0
307148,65,Masculin,Married,0,Higher education,Pensioner,0,247500.0
307162,55,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
307166,52,Féminin,Married,0,Secondary / secondary special,Working,27,112500.0
307168,62,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,157500.0
307174,23,Féminin,Married,0,Higher education,Working,1,270000.0
307177,65,Féminin,Married,0,Secondary / secondary special,Working,2,144000.0
307197,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,54000.0
307198,40,Masculin,Married,0,Secondary / secondary special,Working,0,180000.0
307199,40,Masculin,Married,2,Secondary / secondary special,Commercial associate,8,157500.0
307205,48,Féminin,Married,0,Secondary / secondary special,Working,2,405000.0
307207,31,Féminin,Married,0,Higher education,State servant,8,495000.0
307210,39,Féminin,Civil marriage,1,Higher education,Commercial associate,5,171000.0
307212,65,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,94500.0
307223,64,Féminin,Widow,0,Higher education,Pensioner,0,171000.0
307224,48,Masculin,Married,1,Secondary / secondary special,Commercial associate,7,270000.0
307236,28,Féminin,Married,1,Higher education,Working,0,135000.0
307241,46,Masculin,Married,1,Secondary / secondary special,Working,2,225000.0
307242,42,Masculin,Married,5,Higher education,Commercial associate,15,225000.0
307259,43,Féminin,Civil marriage,0,Secondary / secondary special,Working,7,103500.0
307271,37,Féminin,Separated,0,Higher education,Working,0,180000.0
307274,28,Féminin,Married,1,Higher education,Commercial associate,1,252000.0
307281,26,Féminin,Civil marriage,0,Higher education,Working,0,270000.0
307288,47,Masculin,Married,0,Secondary / secondary special,Working,13,315000.0
307294,42,Féminin,Married,0,Secondary / secondary special,Working,14,180000.0
307302,49,Féminin,Married,0,Secondary / secondary special,Working,9,157500.0
307308,61,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,112500.0
307313,38,Féminin,Married,0,Lower secondary,Working,0,67500.0
307344,29,Masculin,Married,1,Secondary / secondary special,Working,3,202500.0
307350,35,Masculin,Married,2,Secondary / secondary special,Working,12,225000.0
307366,46,Féminin,Married,0,Secondary / secondary special,Commercial associate,3,337500.0
307372,54,Masculin,Married,0,Higher education,Working,2,360000.0
307373,62,Masculin,Married,1,Incomplete higher,Pensioner,0,67500.0
307374,36,Féminin,Married,0,Secondary / secondary special,Working,1,103500.0
307378,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
307384,53,Masculin,Married,1,Secondary / secondary special,Working,3,135000.0
307398,24,Masculin,Single / not married,0,Lower secondary,Commercial associate,3,67500.0
307406,63,Féminin,Separated,0,Higher education,Commercial associate,8,105750.0
307416,32,Féminin,Married,0,Higher education,Commercial associate,1,112500.0
307420,43,Féminin,Civil marriage,0,Secondary / secondary special,Working,1,112500.0
307424,64,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,90000.0
307427,63,Masculin,Civil marriage,0,Secondary / secondary special,Pensioner,0,36000.0
307429,54,Féminin,Married,0,Secondary / secondary special,Working,21,135000.0
307436,31,Féminin,Married,1,Secondary / secondary special,State servant,4,112500.0
307456,49,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,0,225000.0
307491,60,Féminin,Separated,0,Higher education,Pensioner,0,135000.0
307494,64,Féminin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
307496,41,Masculin,Married,1,Secondary / secondary special,Working,7,157500.0
307500,43,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,270000.0
307504,35,Masculin,Married,0,Secondary / secondary special,Commercial associate,10,337500.0
307509,60,Masculin,Married,0,Secondary / secondary special,Pensioner,0,270000.0
307511,26,Masculin,Single / not married,0,Higher education,Commercial associate,1,247500.0
307520,49,Féminin,Single / not married,0,Higher education,Commercial associate,1,121500.0
307527,39,Féminin,Married,1,Secondary / secondary special,Commercial associate,10,112500.0
307537,43,Masculin,Separated,0,Secondary / secondary special,Working,9,225000.0
307539,49,Féminin,Civil marriage,0,Higher education,Working,2,90000.0
307558,64,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,175500.0
307561,51,Féminin,Widow,0,Secondary / secondary special,Working,3,49500.0
307575,32,Masculin,Single / not married,0,Secondary / secondary special,Working,2,112500.0
307577,32,Féminin,Civil marriage,0,Secondary / secondary special,Working,1,112500.0
307588,43,Féminin,Married,0,Secondary / secondary special,Working,22,427500.0
307636,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,58500.0
307639,26,Masculin,Married,0,Secondary / secondary special,Working,3,99000.0
307641,31,Féminin,Married,1,Higher education,Commercial associate,1,315000.0
307646,49,Féminin,Married,1,Secondary / secondary special,State servant,12,135000.0
307653,35,Féminin,Married,1,Secondary / secondary special,Commercial associate,5,157500.0
307661,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,90000.0
307669,36,Masculin,Civil marriage,0,Secondary / secondary special,Working,14,157500.0
307674,46,Féminin,Separated,2,Secondary / secondary special,Working,5,112500.0
307678,57,Masculin,Married,0,Secondary / secondary special,Pensioner,0,202500.0
307691,41,Masculin,Married,0,Secondary / secondary special,Working,22,90000.0
307697,56,Féminin,Married,0,Secondary / secondary special,Working,22,202500.0
307699,66,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,315000.0
307702,57,Féminin,Married,0,Secondary / secondary special,Pensioner,0,81000.0
307708,51,Masculin,Married,1,Secondary / secondary special,Working,20,135000.0
307712,60,Féminin,Married,0,Higher education,Pensioner,0,180000.0
307716,49,Féminin,Separated,1,Secondary / secondary special,Commercial associate,2,225000.0
307729,36,Féminin,Married,1,Secondary / secondary special,Commercial associate,12,67500.0
307753,25,Masculin,Married,0,Secondary / secondary special,Working,0,112500.0
307765,24,Masculin,Single / not married,0,Secondary / secondary special,Working,3,121500.0
307781,48,Masculin,Married,1,Higher education,Commercial associate,5,765000.0
307787,40,Féminin,Married,0,Secondary / secondary special,Working,10,180000.0
307788,51,Féminin,Married,0,Secondary / secondary special,State servant,2,135000.0
307798,32,Féminin,Married,0,Secondary / secondary special,Working,4,49500.0
307799,51,Féminin,Separated,0,Secondary / secondary special,Working,0,90000.0
307800,29,Féminin,Married,0,Secondary / secondary special,Working,1,112500.0
307801,37,Féminin,Married,0,Higher education,State servant,15,202500.0
307804,30,Masculin,Single / not married,0,Higher education,Commercial associate,8,450000.0
307816,45,Masculin,Married,1,Secondary / secondary special,Commercial associate,14,157500.0
307820,67,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,67500.0
307824,52,Masculin,Married,0,Secondary / secondary special,Working,4,180000.0
307828,63,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,180000.0
307832,42,Féminin,Married,0,Higher education,Working,1,337500.0
307836,22,Masculin,Married,1,Secondary / secondary special,Working,2,157500.0
307842,57,Masculin,Married,0,Secondary / secondary special,Working,10,112500.0
307851,33,Masculin,Married,0,Secondary / secondary special,Working,1,112500.0
307856,45,Féminin,Married,1,Secondary / secondary special,Commercial associate,13,90000.0
307861,41,Féminin,Married,0,Higher education,State servant,9,382500.0
307879,29,Masculin,Married,0,Secondary / secondary special,Commercial associate,8,135000.0
307904,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
307911,41,Masculin,Married,2,Higher education,Commercial associate,1,315000.0
307912,31,Féminin,Married,0,Higher education,State servant,5,202500.0
307913,54,Masculin,Single / not married,0,Lower secondary,Working,4,135000.0
307922,40,Féminin,Married,1,Secondary / secondary special,Working,8,202500.0
307924,43,Masculin,Single / not married,0,Secondary / secondary special,Working,3,157500.0
307925,48,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,157500.0
307929,58,Féminin,Married,0,Secondary / secondary special,Pensioner,0,166500.0
307933,34,Féminin,Separated,1,Higher education,Commercial associate,4,315000.0
307945,55,Féminin,Married,0,Secondary / secondary special,Pensioner,0,157500.0
307948,49,Masculin,Married,1,Higher education,Pensioner,0,180000.0
307961,41,Féminin,Married,1,Higher education,Commercial associate,1,252000.0
307962,50,Féminin,Married,0,Higher education,Working,6,90000.0
307963,48,Féminin,Married,1,Higher education,Working,3,180000.0
307971,47,Féminin,Married,0,Higher education,Pensioner,0,157500.0
307983,52,Féminin,Single / not married,0,Secondary / secondary special,Working,2,112500.0
307984,36,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,171000.0
307988,32,Masculin,Civil marriage,0,Higher education,Working,8,180000.0
307993,62,Féminin,Single / not married,0,Higher education,Pensioner,0,180000.0
307994,45,Féminin,Separated,0,Secondary / secondary special,Working,3,157500.0
308007,31,Féminin,Married,1,Secondary / secondary special,Commercial associate,0,112500.0
308008,59,Féminin,Single / not married,0,Secondary / secondary special,Pensioner,0,135000.0
308018,32,Féminin,Married,1,Secondary / secondary special,Working,1,202500.0
308023,60,Féminin,Married,0,Higher education,Pensioner,0,90000.0
308026,50,Féminin,Married,0,Secondary / secondary special,Commercial associate,4,112500.0
308028,49,Féminin,Single / not married,0,Secondary / secondary special,Working,7,202500.0
308030,29,Féminin,Married,1,Higher education,Working,5,67500.0
308034,65,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,225000.0
308053,59,Féminin,Married,0,Higher education,Working,6,157500.0
308065,40,Féminin,Married,0,Secondary / secondary special,Commercial associate,1,180000.0
308095,54,Féminin,Widow,0,Higher education,Commercial associate,8,315000.0
308096,45,Masculin,Married,0,Secondary / secondary special,Commercial associate,4,202500.0
308100,34,Féminin,Single / not married,0,Higher education,Commercial associate,5,157500.0
308114,29,Masculin,Married,2,Secondary / secondary special,Working,2,202500.0
308116,27,Masculin,Married,0,Secondary / secondary special,Working,1,135000.0
308120,56,Masculin,Married,0,Higher education,Working,8,261000.0
308128,42,Féminin,Married,0,Higher education,Working,3,180000.0
308132,56,Masculin,Separated,0,Higher education,Pensioner,0,112500.0
308134,49,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,0,112500.0
